algorithm,date,day,exam,overflow_students,priority,room,room capacity,room_id,slot_id,status,student ids,students in room,time,total students
greedy,2025-06-01,Sunday,ECE233,99,normal,7,33,7,7,scheduled,18100523+202000444+221000297+221001483+221001643+241000052+241000232+241000253+241000307+241000365+241000389+241000405+241000415+241000465+241000603+241000608+241000626+241000709+241000821+241000960+241000974+241001060+241001127+241001130+241001158+241001193+241001198+241001226+241001234+241001256+241001303+241001321+241001340,33,14:00-16:00,132
greedy,2025-06-01,Sunday,FINC301,95,normal,8,33,8,7,scheduled,19104642+202002992+211000573+211001097+211001175+211001813+211001872+211001932+211002250+221000214+221001042+221001930+221002021+221002024+222000009+222000017+231000239+231001831+231001955+231002135+231002323+231002723+231002728+231002760+241000018+241000179+241000183+241000238+241000251+241000314+241000456+241000547+241000725,33,14:00-16:00,128
greedy,2025-06-01,Sunday,PHYS101C,198,high,9,33,9,7,scheduled,241001784+242000059+251000018+251000025+251000072+251000094+251000106+251000232+251000344+251000345+251000411+251000452+251000494+251000526+251000749+251000798+251000828+251000839+251000905+251000931+251000990+251001038+241001413+241001573+241001764+241001828+241002230+241002362+241002414+241002491+251000424+251000463+251000466,33,14:00-16:00,231
greedy,2025-06-02,Monday,CSCI322,34,normal,1,33,1,8,scheduled,18100697+18100890+19100645+19105801+202000023+202001153+202001160+202002876+211000075+211000093+211000437+211000699+211000706+211000964+211001192+212002283+221000204+221000391+221000529+221000889+221000976+221001245+221001621+231002055+231002186+231002302+231002742+241000048+241000072+241000245+241000277+241000416+241000459,33,08:00-10:00,67
greedy,2025-06-02,Monday,ACCT202,1,normal,104,65,104,8,scheduled,18102402+18102520+18200099+19100469+19104642+19200151+211000573+211000961+211001175+211001386+211001872+211001932+211002250+221000735+221001042+221001811+221001832+221002021+221002024+221002191+222000004+222000009+222000074+231000239+231000243+231000775+231000803+231001008+231001144+231001160+231001785+231001835+231002135+231002737+231002760+231002764+241000179+241000184+241000314+241000364+241000713+241000845+241000912+241000982+241001083+241001153+241001244+241001247+241001358+241001449+241001518+241001621+241001650+241001674+241001704+241001851+241001903+241002068+241002096+241002187+241002324+241002486+241002559+241002584+241002612,65,08:00-10:00,66
greedy,2025-06-02,Monday,ACCT301,0,normal,106,64,106,8,scheduled,18100648+18101510+18102589+19100200+19105734+211000023+211000875+211001842+211001883+221000131+221000271+221000595+221000649+221000696+221001031+221001236+221001333+221001538+221001718+221001722+221001930+221002022+221002026+221002055+221002082+221002121+231000013+231000025+231000027+231000106+231000160+231000221+231000555+231000791+231000965+231001035+231001121+231001177+231001257+231001543+231001680+231001716+231001782+231001896+231001922+231001991+231002158+231002207+231002264+231002279+231002298+231002304+231002337+231002350+231002410+231002411+241000902+241001213+241002484+251002043,60,08:00-10:00,60
greedy,2025-06-02,Monday,BIO206,33,normal,110,62,110,8,scheduled,202001659+211000852+211001688+221001266+221001360+221001724+221001727+221001773+221001867+221001892+221001990+221002151+231000689+231000690+231000937+231000951+231001403+231001678+231001725+231001726+231001758+231001793+231001817+231001898+231001956+231002049+231002175+231002226+231002246+231002258+241000045+241000105+241000377+241001061+241001294+241001308+241001469+241001506+241001648+241001653+241001787+241001799+241001920+241002112+241002353+211001974+221000582+221001189+221001939+221001980+231000695+231001514+231001580+231001812+231002040+231002092+231002730+241000023+241000394+241000425+241000534+241000850,62,08:00-10:00,95
greedy,2025-06-02,Monday,MENG422,0,normal,111,66,111,8,scheduled,221000896+221000962+221001005+221001022+221001025+221001162+221001455+221001676+221001683+221001686+221001746+221002233+231000435+202001860+202002281+202002372+202002791+211001830+221000012+221000067+221000071+221000127+221000243+221000244+221000315+221000630+221000653,27,08:00-10:00,27
greedy,2025-06-02,Monday,IENG408,0,normal,114,63,114,8,scheduled,202000111+202000580+202002999+211001131+211001828+211002233+221000074+221000209+221000745+221002263,10,08:00-10:00,10
greedy,2025-06-02,Monday,BMD101,0,normal,116,66,116,8,scheduled,241002035+251000094+251000337+251001987+251002754+251002790+252000051,7,08:00-10:00,7
greedy,2025-06-02,Monday,MNG372,47,normal,52,33,52,8,scheduled,1720040+19100320+19100478+202002146+211000208+211001963+221000037+221000352+221000400+221000591+221000999+221002025+221002097+221002099+221002204+231000031+231000083+231000097+231000215+231000269+231002757+241000406+241001381+241001760+18101248+211000819+221000224+221001640+231000138+231000326+231000327+231000473+231000710,33,08:00-10:00,80
greedy,2025-06-02,Monday,CBIO305,85,normal,53,33,53,8,scheduled,221001845+221002160+222000076+222000108+222000159+231000406+231000461+231000780+231000822+231000880+231000934+231000947+231001113+231001130+231001190+231001207+231001211+231001220+231001221+231001245+231001246+231001261+231001285+231001355+231001460+231001467+231001474+231001487+231001507+231001578+231001582+231001643+231001655,33,08:00-10:00,118
greedy,2025-06-02,Monday,CSCI461,211,high,7,33,7,8,scheduled,231001277+231001317+231001322+231001435+231001502+231001556+231001653+231001884+231002081+231002163+19106025+202001427+202003071+211001695+211001824+211001973+221000152+221000829+221001771+221001856+221001918+222000092+231000057+202002593+211000308+221000728+221000927+221001495+221001520+221001761+221001768+221002212+222000058,33,08:00-10:00,244
greedy,2025-06-02,Monday,INT121,201,high,8,33,8,8,scheduled,251002587+251002667+251002772+251002779+251002829+251002850+251003006+251003008+251003009+221002060+241000772+241000843+241001597+241001647+241001725+241002053+241002152+251000217+251000237+251000295+251000348+251000379+251000401+251001862+251001869+251002129+251002133+251002157+251002206+251002230+251002255+251002258+251002325,33,08:00-10:00,234
greedy,2025-06-02,Monday,MKTG303,69,normal,9,33,9,8,scheduled,1510203+211000763+211000970+211001653+212002324+212002332+221000029+221000173+221001052+221001234+221001412+221001551+221001713+221001978+221002067+221002256+231000001+231000029+231000098+231000185+231000245+202002734+221000522+221001292+221001712+222000084+231000017+231000037+231000043+231000090+231000149+231000178+231000208,33,08:00-10:00,102
greedy,2025-06-02,Monday,CSCI465,130,high,1,33,1,9,scheduled,202001954+211002004+221000024+221000142+221000570+221000645+221000767+221000770+221000832+221000917+221001050+221001207+221001313+221001344+221001354+221001423+221001443+221001458+221001493+221001565+221001609+221001646+221001684+221001792+221001435+221001456+221001502+221001590+221001605+221001616+221001641+221001672+221001691,33,10:00-12:00,163
greedy,2025-06-02,Monday,CSCI311,0,normal,104,65,104,9,scheduled,19100645+202001160+202001162+202002876+211000590+211001695+211002166+221001878+231000018+231000173+231000310+231000357+231000517+231000605+231000733+231000912+231001179+231001227+231001290+231001372+231001649+231001840+231002166+231002186+231002742+241000017+241000050+241000165+241000304+241000359+241000375+241000412+241000535+241000538+241000677+241000678+241000687+241000790+241000795+241000899+241000944+241000947+241001048+241001057+241001092+241001097+241001144+241001181+241001312+241001537+241001683+241001708+241002041+241002046,54,10:00-12:00,54
greedy,2025-06-02,Monday,MICR202,39,normal,106,64,106,9,scheduled,211000907+211001688+211001945+221001360+221001703+221001867+221001953+221001990+221002117+221002151+221002162+231000201+231000689+231000690+231001071+231001189+231001678+231001748+231001898+231001956+231002000+231002049+231002053+231002226+241000045+241000105+241000377+241001061+241001189+241001294+241001308+241001469+241001506+241001648+241001653+241001787+241001799+241001920+241002112+241002353+241002412+241002498+241002507+211001974+211002031+221000946+221001749+221002059+231000695+231000832+231000843+231001246+231001474+231001580+231001726+231001812+231001897+231002040+231002075+231002092+231002183+231002208+231002342+231002730,64,10:00-12:00,103
greedy,2025-06-02,Monday,BMD407,0,normal,110,62,110,9,scheduled,19105040+19105329+19106040+19106175+202000096+202000920+202001249+202001870+211001973+221001128+221001244+231000012+231000065+231000116+231000273+231000634+231000678+231000685+231000899+231000936+231001015+231001039+231001081+231001089+231001118+231001170+231001194+231001229+231001259+231001280+231001311+231001343+231001526+231001599+231001620+231001654+231001661+231001706+231001708+231001747+231001822+231001934+231002009+231002054+231002243,45,10:00-12:00,45
greedy,2025-06-02,Monday,FINC407,0,normal,111,66,111,9,scheduled,211000709+211001502+211001883+221000823+221001214+221001552+221002121+222000012+231000013+231000025+231000594+231001035+231001257+231001543+231001782+231001896+231002337+231002410,18,10:00-12:00,18
greedy,2025-06-02,Monday,OPMG301,93,normal,52,33,52,9,scheduled,202000507+212002332+221000173+221001332+221001660+222000086+231002651+231002737+241000018+241000037+241000131+241000221+241000228+241000254+241000288+241000299+241000348+241000364+241000402+241000408+241000436+241000439+241000580+241000739+241000816+241000907+241000920+241000932+241000982+241001072+241001075+241001077+241001087,33,10:00-12:00,126
greedy,2025-06-02,Monday,ECE121,252,high,53,33,53,9,scheduled,18101802+221000229+221000330+221000821+221001710+221001794+231000331+231001704+241000013+241000123+241000676+241000858+241001066+241001272+241001868+241002033+241002121+251000016+251000166+251000251+251000304+251000317+251000420+251000495+251000553+251000571+251000663+251000700+251000707+251000768+251000770+251000814+251000853,33,10:00-12:00,285
greedy,2025-06-02,Monday,CSCI212/CSCI221,226,high,7,33,7,9,scheduled,202001888+221000166+231000649+231000746+231001866+231002260+241000027+241000072+241000093+241000103+241000245+241000271+241000298+241000323+241000332+241000350+241000407+241000416+241000459+241000482+241000507+241000541+241000604+241000616+241002586+241002590+241002595+242000008+242000058+221001410+221001905+241000078+241000297,33,10:00-12:00,259
greedy,2025-06-02,Monday,ACCT201,172,high,8,33,8,9,scheduled,211001268+231001594+231002485+241000049+241001583+242000004+251000045+251000058+251000121+251000164+251000168+251000216+251000227+251000238+251000260+251000264+251000284+251000301+251000312+251000321+251000385+251000388+251000422+251000472+251000474+251000617+251000633+251000648+251000690+251000777+251000794+251000878+251001030,33,10:00-12:00,205
greedy,2025-06-02,Monday,MEC112,78,normal,9,33,9,9,scheduled,251000406+251000560+251000792+251000813+251000933+251000968+251001168+251001196+251001288+251001399+251001424+251001523+251001598+251001661+251001763+251001793+251001798+251001826+251001864+251002111+251002134+251002153+19100436+202000064+211000107+211000136+211000819+231000413+231001807+241000235+241000406+241000772+241001046,33,10:00-12:00,111
greedy,2025-06-02,Monday,CSCI305,261,high,1,33,1,10,scheduled,202000853+202002082+211000140+211000420+211002166+221000427+221001761+221001905+222000075+222000112+231000057+231000161+231000165+231000176+231000179+231000359+231000369+231000514+231000521+231000554+231000571+231000572+231000636+231000677+231000711+231000713+231000786+231000853+231000856+231000910+231000940+231000943+231000958,33,12:00-14:00,294
greedy,2025-06-02,Monday,OPMG303,0,normal,104,65,104,10,scheduled,221001337+221001555+221001660+221001670+221001920+221002138+231000377+231000542+231001414+231002110+231002237+231002339+241001744+251002713+18102589+19105994+202000195+202000507+202002391+211000195+211001260+211001813+211001853+211001872+211001905+211001932+221000334+221000724+221001332,29,12:00-14:00,29
greedy,2025-06-02,Monday,PHY102,0,normal,106,64,106,10,scheduled,19100338+202001659+211000703+211000907+211001806+211001886+211001945+211002032+211002065+211002068+211002071+221001745+221001749+221001841+221001907+221002088+221002134+222000063+222000072+222000121+231000068+231000384+231001844+231002092+231002094+231002190+231002245+231002246+231002343+241001673+241001690+241002017+241002507+241002624+251000053+251000188+251000297+251000310+251000502+251000539+251000918+251000939+251000970+251001264+251001280+251001322+251001404+251001553+251001608+251001872+251002053+251002146+251002173+251002244+251002287+251002425+251002599+251002644+251002669,59,12:00-14:00,59
greedy,2025-06-02,Monday,CBIO313,3,normal,110,62,110,10,scheduled,221001522+221001531+221001546+221001568+221001655+221001677+221001727+221001797+221001825+221001833+221001888+221001902+221001908+221001932+221001980+221001999+221002049+221002062+221002117+221002189+222000070+231000596+211001658+211001764+221000014+221000165+221000294+221000443+221000509+221000582+221000583+221000946+221001002+221001189+221001266+221001361+221001427+221001431+221001449+221001460+221001474+221001478+221001504+221001515+231000660+231000770+231000937+231000951+231001071+231001207+231001218+231001231+231001403+231001407+231001581+231001725+231001817+231001837+231001872+231001982+231002006+231002025,62,12:00-14:00,65
greedy,2025-06-02,Monday,MTH111,0,normal,111,66,111,10,scheduled,18100713+221000397+231001819+231002107+241000040+241000107+241000247+241000791+241000815+241000884+241001748+241002030+241002152+241002635+251000029+251000054+251000133+251000160+251000204+251000215+251000218+251000230+251000231+251000234+251000235+251000236+251000251+251000317+251000335+251000371+251000379+251000395+251000471+251000479+251000534+251000540+251000642+251000653+251000661+251000768+251000799+251000822+251000868+251000941+251001047+251001927+251001941+251002187+251002193+251002194+251002255+251002378+251002488+251002507+251002546+251002580+251002811+251002843+251002918+251002983,60,12:00-14:00,60
greedy,2025-06-02,Monday,AIS477,0,normal,114,63,114,10,scheduled,221000703+221000728+221000744+221000759+221000927+221001050+221001199+221001265+221001421+221001470+221001520+221001619+221001701+221001882+231001426+231001984+202001369+211000633+211001298+211001466+211001524+211001892+221000001+221000024+221000072+221000086+221000117+221000123+221000241+221000318+221000424+221000681,32,12:00-14:00,32
greedy,2025-06-02,Monday,MNG241,61,normal,52,33,52,10,scheduled,231002206+241000281+241000469+241001046+241001103+241001263+241001324+241001430+241001452+241001575+241001607+241001635+241001647+241001702+241001833+241001934+241001949+241001985+241001990+241002070+241002356+241002370+241002397+241000593+241000615+241000657+241000793+241000805+241000887+241000945+241000990+241001059+241001098,33,12:00-14:00,94
greedy,2025-06-02,Monday,MKTG305,0,normal,53,33,53,10,scheduled,211000573+212002313+221000522+221000729+221001247+221001626+221001712+221002014+221002066+221002275+222000084+231000037+231000090+231000149+231000159+231000208+231000403+231000449+231000647+231000658+231001132+231001617+231001904+231002058+231002275+231002334+231002500+231002729+231002745+231002813,30,12:00-14:00,30
greedy,2025-06-02,Monday,ECE346,80,normal,7,33,7,10,scheduled,18100523+221000005+231000028+231000049+231000075+231000094+231000112+231000157+231000163+231000168+231000196+231000250+231000258+231000383+231000443+231000483+231000508+231000576+231000577+231000583+231000626+231000722+231000730+231000814+231000817+231000845+231000870+231000882+231000976+231001032+231001064+231001069+231001102,33,12:00-14:00,113
greedy,2025-06-02,Monday,ECON201,179,high,8,33,8,10,scheduled,231000803+241000184+241000558+241001358+241001583+241001851+241002187+241002481+241002584+242000004+251000045+251000058+251000164+251000168+251000227+251000264+251000301+251000312+251000385+251000405+251001795+251001824+251001841+251001926+251002013+251002044+251002050+251002059+251002189+251002289+251002427+251002453+251002456,33,12:00-14:00,212
greedy,2025-06-02,Monday,CSCI207,55,normal,9,33,9,10,scheduled,241001129+241001185+241001413+241001581+241001602+241001655+241001659+241001668+241001707+241001821+241001858+241001897+241002045+241002089+241002107+241002122+241002158+241002206+241002258+241002284+241002414+241002423+221001428+231000502+231000649+231000866+231001651+231002736+241000048+241000103+241000106+241000208+241000267,33,12:00-14:00,88
greedy,2025-06-02,Monday,CSCI315,352,high,1,33,1,11,scheduled,231000496+231000546+231000568+231000573+231000604+231000697+231000704+231000741+231000765+231000774+231000778+231000786+231000861+231001075+231001215+231001283+231001306+231001331+18100697+211000299+221000462+221001540+221001616+221001690+221001761+221001801+221001987+222000062+231000008+231000114+231000183+231000200+231000241,33,14:00-16:00,385
greedy,2025-06-02,Monday,PHY112,289,high,104,65,104,11,scheduled,251000298+251000307+251000403+251000429+251000458+251000471+251000560+251000747+251000813+251000860+251000871+251000933+251000993+251001059+251001196+251001272+251001319+251001329+251001374+251001411+251001428+251000152+251000161+251000190+251000230+251000248+251000290+251000313+251000576+251000578+251000661+251000707+251000799+251000822+251000936+251000940+251001040+251001111+251001168+251001251+251001289+251001326+251001500+251001525+251001537+251001558+251001559+251001577+251001586+251001598+251001622+251001660+251001672+251001737+251001742+251001768+251001793+251001951+251002020+251002075+251002111+251002129+251002157+251002159+251002193,65,14:00-16:00,354
greedy,2025-06-02,Monday,ECE232,12,normal,106,64,106,11,scheduled,1610630+211000706+211000964+211001081+211001245+221000379+221002221+231000626+231001032+231001070+231001615+231001645+231001669+231001776+231002097+241000253+241000307+241000365+241000389+241000603+241000626+241000926+241001060+241001062+241001127+241001203+241001226+241001256+241001303+241001323+241001370+241001376+241001442+241001477+241001504+241001546+241001559+241001596+241001601+241001619+241001664+241001743+241001761+241001820+241001843+241001862+241001872+241001917+241001930+241001962+241002365+18101802+202001328+221000083+221001150+221001408+221001738+221002239+231000493+231002120+241000465+241000821+241000894+241000949,64,14:00-16:00,76
greedy,2025-06-02,Monday,CBIO306,52,normal,110,62,110,11,scheduled,211000558+221001481+221001531+221001830+221001922+221001932+221001952+221002160+231000822+231000934+231000947+231001130+231001190+231001245+231001246+231001261+231001285+231001355+231001467+231001487+231001507+231001582+231001643+231001739+231001746+231001792+231001824+231001869+231001897+231001942+231001994+231002000+231002113+231002139+231002140+231002178+231002210+231002223+231002233+231002236+231002299+231002314+221000484+221001282+221001727+221001841+221001861+222000070+222000108+222000121+231000050+231000120+231000452+231000461+231000613+231000739+231000772+231000777+231000779+231000780+231000813+231000821,62,14:00-16:00,114
greedy,2025-06-02,Monday,BMD409,0,normal,111,66,111,11,scheduled,19106175+202000096+202001249+202001377+202001870+202001888+211001802+211001973+221000961+221001128+221001547+221001633+221001958+231000012+231000065+231000116+231000273+231000634+231000678+231000685+231000899+231000936+231001015+231001081+231001089+231001118+231001170+231001194+231001229+231001259+231001280+231001311+231001343+231001352+231001526+231001599+231001620+231001661+231001708+231001747+231001822+231001934+231002009+231002243,44,14:00-16:00,44
greedy,2025-06-02,Monday,MKTG307,27,normal,52,33,52,11,scheduled,19100200+202002734+211000471+211000970+211001386+212002324+221000029+221000173+221000389+221000783+221000816+221001292+221001551+221001626+221001712+221001713+222000084+231000001+231000017+231000037+231000043+231000103+231000178+231000185+231000323+231000401+231000403+231000419+231000449+231000460+231000566+231000647+231000838,33,14:00-16:00,60
greedy,2025-06-02,Monday,CBIO203,98,normal,53,33,53,11,scheduled,211000852+211000907+211001658+221000443+221000582+221001165+221001429+221001516+221001773+221001787+221001867+221001886+221001980+221002117+221002162+221002192+231000068+231000201+231000384+231000406+231000689+231000690+231000832+231000937+231001071+231001189+231001403+231001460+231001578+231001725+231001898+231001933+231002006,33,14:00-16:00,131
greedy,2025-06-02,Monday,ECE471,42,normal,7,33,7,11,scheduled,202000084+202001954+211000589+221000082+221000297+221000406+221000694+221000756+221000976+221001335+221001411+221001483+221001595+221001643+221001893+221002245+231000164+231000212+231000259+231000267+231000270+231000314+231000457+231000600+231000789+231001097+231001383+231001428+231001618+231001619+231001628+231001629+231001696,33,14:00-16:00,75
greedy,2025-06-02,Monday,MGMT402,50,normal,8,33,8,11,scheduled,18100900+202001032+202002563+202002992+211001268+211001813+211001872+211001928+221000675+221000724+221000784+221000848+221000937+221001332+221001517+221001920+222000017+222000086+231000029+231000245+231000578+231000766+231001536+231001764+231001779+231001808+231001870+231001911+231001918+231001938+231001975+231002110+231002316,33,14:00-16:00,83
greedy,2025-06-02,Monday,MGMT303,27,normal,9,33,9,11,scheduled,19104642+19105751+19200151+211002009+221000735+221001811+221001940+222000004+222000074+222000142+231001391+231002135+231002728+231002729+231002749+241000081+241000131+241000179+241000436+241000713+241000845+241000907+241001009+241001083+241001199+241001261+241001271+241001435+241001449+241001498+241001518+241001567+241001658,33,14:00-16:00,60
greedy,2025-06-03,Tuesday,ECEN101C,69,normal,1,33,1,12,scheduled,18200019+211001087+221000010+221000354+221000883+221001558+221001771+222000114+231000165+231000705+231000853+231001625+231001840+231002716+241000021+241000066+241000208+241000323+241000343+241000395+241000541+241001446+241001457+241001483+241001581+241001689+241001786+241001789+241001847+241001858+241001926+241001969+241002071,33,08:00-10:00,102
greedy,2025-06-03,Tuesday,BIO205,19,normal,104,65,104,12,scheduled,211002101+221001867+231001812+231002049+231002226+241000045+241000105+241000377+241001061+241001294+241001308+241001469+241001506+241001648+241001653+241001787+241001799+241001920+241002112+241002353+241002476+242000009+211001688+211001974+221001066+221001360+221001728+221001883+221001902+221001939+221001955+221002151+231000689+231000695+231000937+231001071+231001514+231001580+231001678+231001872+231001898+231001956+231002183+231002208+231002246+231002258+231002657+231002730+241000023+241000394+241000425+241000534+241000850+241000853+241000888+241000988+241001070+241001107+241001145+241001200+241001251+241001356+241001386+241001473+241001528,65,08:00-10:00,84
greedy,2025-06-03,Tuesday,APBI304,0,normal,52,33,52,12,scheduled,211001615+211001945+221001273+221001282+221001429+221001731+221001760+221001787+221001880+221001886+221001944+221001952+221001966+221002058+231000384+231000934+231001474+231001748+231001817+241002507+241002538+242000011,22,08:00-10:00,22
greedy,2025-06-03,Tuesday,MKTG304,12,normal,53,33,53,12,scheduled,19100469+211000573+211000763+211000970+211001058+212002324+221000124+221000173+221000340+221000381+221000522+221000783+221001052+221001292+221001412+221001551+221001978+221002067+221002087+221002240+231000001+231000017+231000037+231000103+231000178+231000323+231000419+231000460+231000647+231000838+231001012+231001074+231001132,33,08:00-10:00,45
greedy,2025-06-03,Tuesday,ECE322,0,normal,7,33,7,12,scheduled,1510300+1710653+19106013+202000084+202001153+202001328+202002018+202002365+202002652+211000088+211000230+211000299+211000425+211000589+211001073+211001192+221000011+221000083+221000275+221001326+221001408+221001502+221001579+221001590+221001605+231001735+231002302+241001364+241002539,29,08:00-10:00,29
greedy,2025-06-03,Tuesday,OPMG302,32,normal,8,33,8,12,scheduled,241001638+241001650+241001704+241001851+241001903+241001968+241002068+241002109+241002160+241002187+241002324+241002481+241002486+241002543+241002584+241002612+241002626+241002692+251002043+251002713+251002730+18102402+18200099+202000881+202002806+202002992+211000732+211000961+211001101+211001175+211001268+221000762+221001811,33,08:00-10:00,65
greedy,2025-06-03,Tuesday,OPMG401,38,normal,9,33,9,12,scheduled,231000377+231000512+231000578+231000611+231000662+231000665+231000766+231000811+231001127+231001178+231001414+231001442+231001583+231001605+231001718+231001764+231001870+231001911+231001918+231001968+231001975+231002110+231002123+231002180+231002262+231002303+231002332+231002339+231002399+231002403+231002473+211001813+221000132,33,08:00-10:00,71
greedy,2025-06-03,Tuesday,CSCI467,244,high,1,33,1,13,scheduled,211001779+221000010+221000056+221000068+221000089+221000295+221000351+221000539+221000579+221000608+221000728+221000995+221001024+221001133+221001253+221001265+221001269+221001354+221001371+221001394+221001423+221001480+221001641+221001658+221001679+221001690+221001693+221001705+221001732+221001755+221001783+221001837+221001869,33,10:00-12:00,277
greedy,2025-06-03,Tuesday,OPMG304,0,normal,104,65,104,13,scheduled,19106181+202002991+211000017+211001653+211002063+221000132+221000752+221001721+221001741+221001890+221002023+231000029+231000098+231000245+231000263+231000377+231000512+231000541+231000542+231000578+231000611+231000662+231000665+231000811+231001127+231001128+231001178+231001268+231001414+231001441+231001442+231001536+231001583+231001605+231001718+231001764+231001870+231001911+231001918+231001968+231001972+231001975+231002180+231002262+231002303+231002327+231002332+231002339+231002399+231002403+231002439+231002473+231002475+232000004,54,10:00-12:00,54
greedy,2025-06-03,Tuesday,APBI305,63,normal,52,33,52,13,scheduled,211000558+211000852+221001478+221001666+221001677+221001678+221001830+221001908+221001941+221001944+221001984+221002160+222000076+222000159+231000406+231000613+231000777+231000779+231000934+231000947+231001130+231001190+231001207+231001211+231001245+231001246+231001261+231001285+231001355+231001460+231001467+231001487+231001507,33,10:00-12:00,96
greedy,2025-06-03,Tuesday,MKTG417,20,normal,53,33,53,13,scheduled,1510203+18102587+202000297+202001932+211000143+211000348+211000471+211000763+211000970+211001058+211001387+211002159+212002332+221000124+221000126+221000221+221000238+221000258+221000340+221000381+221000388+221000389+221000497+221000584+221000597+221000633+221000709+221000729+221000814+221000816+221000824+221000910+221001032,33,10:00-12:00,53
greedy,2025-06-03,Tuesday,MTH217,132,high,7,33,7,13,scheduled,211001245+221000330+221001408+221002239+231000493+231000882+241000052+241000079+241000232+241000309+241000346+241000365+241000400+241000415+241000442+241000514+241000603+241000608+241000709+241000822+241000960+241000974+241001060+241001127+241001128+241001130+241001158+241001193+241001198+241001225+241001226+241001241+241001256,33,10:00-12:00,165
greedy,2025-06-03,Tuesday,MATH112,26,normal,8,33,8,13,scheduled,202000623+202000703+211000749+221001058+221002001+231000878+231000962+231001217+231001372+231001651+231001961+231002736+241000103+241000133+241000702+241000935+241001068+241001362+241001384+241001828+241002018+241002045+241002159+241002371+241002451+241002488+241002638+242000010+242000053+202000665+221001386+221001471+221001865,33,10:00-12:00,59
greedy,2025-06-03,Tuesday,MATH301I,0,normal,9,33,9,13,scheduled,241000416+241000538+241000616+241000867+241000947+241001013+241001048+241001092+241001312+241001457+241001537+241002041+241002078+241002122+241002582+241002586+202001249+202001377+211000206+211001783+221000390+221000705+221001397+221001530+221001720+231000053+231000116+231000274+231001352+231001708+241000027+241000072,32,10:00-12:00,32
greedy,2025-06-03,Tuesday,MATH210,98,normal,1,33,1,14,scheduled,202001624+202002417+202003071+211000420+211000449+211000524+211000837+211001779+221000101+221000307+221000427+221000889+221001943+221001979+221001997+221002050+222000075+231000943+231001025+231001030+231001075+231001168+231001530+231001607+231001733+231002071+241000332+241000597+241000882+241001047+241001104+241001151+241001162,33,12:00-14:00,131
greedy,2025-06-03,Tuesday,APBI306,64,normal,52,33,52,14,scheduled,211000852+221001478+221001678+221001830+221001908+221001922+221001941+221001944+221001984+221002160+231000934+231000947+231001130+231001190+231001207+231001211+231001246+231001285+231001355+231001467+231001487+231001507+231001578+231001670+231001758+231001792+231001793+231001869+231001942+231001994+231002113+231002175+231002210,33,12:00-14:00,97
greedy,2025-06-03,Tuesday,OPMG406,15,normal,53,33,53,14,scheduled,211000017+211001653+211002063+221000132+221000201+221000438+221001890+221002020+221002023+221002073+221002148+221002250+231000098+231000263+231000377+231000512+231000541+231000542+231000578+231000611+231000662+231000665+231000811+231001127+231001128+231001178+231001268+231001441+231001442+231001583+231001605+231001718+231001764,33,12:00-14:00,48
greedy,2025-06-03,Tuesday,ECE345,77,normal,7,33,7,14,scheduled,211000589+221000005+221000011+231000023+231000157+231000163+231000164+231000210+231000267+231000314+231000360+231000457+231000474+231000477+231000508+231000576+231000583+231000758+231000789+231000817+231000870+231000976+231000979+231000991+231001184+231001298+231001301+231001406+231001428+231001509+231001547+231001618+231001619,33,12:00-14:00,110
greedy,2025-06-03,Tuesday,ECEN438,5,normal,8,33,8,14,scheduled,1710382+1710653+18100523+19200031+202000444+202001954+202002018+202002250+202002627+202002652+211000088+211000402+211000425+221000134+221000161+221000191+221000204+221000205+221000217+221000280+221000442+221000587+221000637+221000694+221000756+221001021+221001263+221001326+221001411+221001456+221001483+221001502+221001590,33,12:00-14:00,38
greedy,2025-06-03,Tuesday,MKTG470,11,normal,9,33,9,14,scheduled,1510203+19100469+202000297+211000143+211000471+211000763+211000970+211001058+211002159+212002324+221000124+221000238+221000258+221000340+221000381+221000388+221000497+221000584+221000597+221000633+221000824+221000910+221001032+221001052+221001234+221001412+221001462+221001537+221001551+221001626+221001810+221001852+221001978,33,12:00-14:00,44
greedy,2025-06-03,Tuesday,AIS411,18,normal,1,33,1,15,scheduled,221001153+221001371+221001378+221001489+221001602+221001614+221001623+221001658+221001672+221001679+221001687+221001692+221001698+221001707+221001732+221001757+221001796+221001798+221001799+221001877+221001896+221001899+221001906+221001954+221001968+221001994+221002000+222000111+222000114+231000343+231000380+231000387+231000410,33,14:00-16:00,51
greedy,2025-06-03,Tuesday,OPMG420,16,normal,52,33,52,15,scheduled,211000017+211001653+211002063+212002313+221000091+221000132+221000200+221000201+221000438+221000609+221000748+221000752+221000784+221000826+221000848+221000979+221000993+221001131+221001169+221001242+221001247+221001249+221001256+221001274+221001699+221001721+221001739+221001741+221001789+221001853+221001890+221002014+221002020,33,14:00-16:00,49
greedy,2025-06-03,Tuesday,MATH301,23,normal,7,33,7,15,scheduled,19100361+19105218+19105609+202001624+202002082+202002544+211000449+211000524+211001824+221000003+221000008+221000462+221001700+221001891+221001938+231000521+231000636+231000661+231000711+231000713+231000856+231001181+231001308+231001462+231001493+231001560+231001571+231001639+241000277+241001842+241001866+18100697+18200019,33,14:00-16:00,56
